Record_ID,Year,State,District,Crop,Season,Area_Hectares,Annual_Rainfall_mm,Avg_Temperature_C,Humidity_Percent,Soil_N_kg_per_ha,Soil_P_kg_per_ha,Soil_K_kg_per_ha,Soil_pH,Fertilizer_Usage_kg_per_ha,Pesticide_Usage_kg_per_ha,Yield_tonnes_per_ha
REC_2020_003343,2020,Punjab,Ludhiana,Sugarcane,Whole Year,762.26,666.56,24.07,70.73,245.91,29.29,186.02,6.89,40.44,1.93,53.946
REC_2024_003344,2024,Gujarat,Surat,Sugarcane,Whole Year,335.7,979.1,25.97,71.15,205.21,41.23,183.7,5.9,201.67,2.7,67.716
REC_2012_003345,2012,West Bengal,Burdwan,Wheat,Rabi,2698.07,1586.9,25.48,75.55,264.16,35.08,210.86,6.63,150.56,1.72,3.051
REC_2017_003346,2017,Madhya Pradesh,Jabalpur,Rice,Kharif,1206.05,1270.99,26.58,59.72,246.75,37.42,141.01,6.9,155.19,2.91,3.73
REC_2023_003347,2023,Gujarat,Junagadh,Sugarcane,Whole Year,1487.62,720.64,20.73,59.64,205.75,30.67,243.17,6.0,114.86,2.56,40.799
REC_2013_003348,2013,Punjab,Jalandhar,Wheat,Rabi,1184.59,1006.48,26.97,52.08,239.76,43.48,222.26,6.73,104.51,2.19,3.251
REC_2016_003349,2016,Maharashtra,Solapur,Groundnut,Kharif,1039.25,1193.48,23.34,55.73,153.89,24.48,170.99,7.33,175.61,3.06,1.036
REC_2022_003350,2022,West Bengal,Murshidabad,Pulses,Whole Year,1185.87,1564.86,25.02,74.59,215.99,37.81,159.17,7.15,154.67,1.85,0.531
REC_2012_003351,2012,Maharashtra,Nashik,Millets,Kharif,705.13,1279.07,29.3,53.61,225.79,33.18,250.11,6.03,208.25,3.16,1.156
REC_2011_003352,2011,Maharashtra,Solapur,Millets,Zaid,1350.54,1326.45,23.74,76.23,178.27,19.45,231.25,7.21,63.55,2.93,0.662
REC_2024_003353,2024,Punjab,Patiala,Millets,Kharif,945.24,610.26,27.47,35.58,209.1,69.15,257.6,6.62,139.29,2.35,1.74
REC_2015_003354,2015,Maharashtra,Nashik,Maize,Whole Year,1572.08,1028.69,23.9,71.75,269.15,19.22,177.75,6.88,122.2,2.22,3.877
REC_2020_003355,2020,Punjab,Bathinda,Rice,Kharif,688.5,900.12,21.94,64.33,191.57,40.45,182.23,6.48,156.58,2.38,3.647
REC_2024_003356,2024,Punjab,Amritsar,Pulses,Rabi,731.39,702.56,25.64,63.88,227.35,46.84,212.13,6.85,125.01,0.65,0.984
REC_2023_003357,2023,Punjab,Bathinda,Maize,Kharif,999.16,919.43,20.16,57.99,319.17,36.37,185.35,6.99,95.18,1.93,3.717
REC_2020_003358,2020,Andhra Pradesh,Krishna,Millets,Kharif,4460.39,858.17,29.75,47.29,239.42,30.75,196.16,5.66,231.53,1.7,1.062
REC_2023_003359,2023,Gujarat,Ahmedabad,Wheat,Rabi,177.33,736.43,32.36,57.65,269.47,53.32,213.84,6.95,201.08,1.8,5.353
REC_2022_003360,2022,West Bengal,Hooghly,Sugarcane,Rabi,4458.18,1671.56,18.37,75.76,252.28,34.42,117.34,6.1,144.18,2.56,51.354
REC_2022_003361,2022,Tamil Nadu,Tiruchirappalli,Groundnut,Kharif,9041.07,970.5,27.95,63.29,220.57,27.91,233.66,7.48,93.83,3.29,1.492
REC_2016_003362,2016,Haryana,Karnal,Groundnut,Kharif,902.49,643.89,29.68,53.56,196.86,58.03,196.1,6.74,142.51,2.59,2.573
REC_2024_003363,2024,Tamil Nadu,Tiruchirappalli,Pulses,Rabi,448.68,1202.84,29.12,78.12,261.22,27.03,148.77,7.44,46.39,3.42,0.397
REC_2020_003364,2020,Madhya Pradesh,Gwalior,Maize,Kharif,3309.08,1151.99,25.83,62.03,249.58,40.41,175.69,6.33,145.81,1.74,3.518
REC_2015_003365,2015,Andhra Pradesh,Kurnool,Pulses,Whole Year,204.94,807.24,32.5,74.37,311.1,21.33,242.78,6.4,112.16,0.25,0.481
REC_2021_003366,2021,Madhya Pradesh,Bhopal,Millets,Kharif,372.28,1284.68,25.69,59.67,249.28,62.76,177.85,7.4,105.66,2.65,1.03
REC_2015_003367,2015,Maharashtra,Nashik,Groundnut,Kharif,227.33,1001.75,30.37,76.81,253.59,37.58,159.85,5.55,145.03,1.25,1.75
REC_2022_003368,2022,Tamil Nadu,Salem,Wheat,Rabi,1384.09,1065.32,33.47,80.15,182.58,22.33,188.71,6.74,150.49,1.68,2.61
REC_2020_003369,2020,Karnataka,Belagavi,Pulses,Rabi,2063.37,1053.36,32.26,70.24,280.29,17.68,135.25,8.04,99.67,2.78,0.342
REC_2018_003370,2018,Haryana,Sirsa,Sugarcane,Whole Year,1430.35,589.86,22.79,51.94,236.34,35.24,171.23,6.48,141.98,2.19,49.133
REC_2016_003371,2016,Punjab,Amritsar,Millets,Kharif,133.42,949.51,23.22,65.56,183.66,29.99,219.6,5.29,161.62,0.93,0.124
REC_2010_003372,2010,Uttar Pradesh,Varanasi,Sugarcane,Whole Year,146.79,1019.76,29.74,76.69,267.36,42.79,199.62,8.25,69.12,1.98,65.059
REC_2010_003373,2010,Tamil Nadu,Tiruchirappalli,Millets,Kharif,696.16,1360.05,30.72,90.88,141.56,20.11,167.02,5.61,132.38,0.84,0.485
REC_2014_003374,2014,Punjab,Ludhiana,Cotton,Kharif,422.66,742.32,21.92,70.08,188.1,8.0,154.98,6.99,170.22,2.58,1.023
REC_2024_003375,2024,Punjab,Bathinda,Millets,Kharif,644.3,386.94,29.52,66.92,265.15,12.55,207.88,6.64,122.3,1.2,1.493
REC_2014_003376,2014,Madhya Pradesh,Bhopal,Cotton,Kharif,465.26,1213.55,24.09,61.7,207.89,46.84,222.38,6.83,196.11,3.25,2.716
REC_2011_003377,2011,West Bengal,Nadia,Millets,Kharif,3711.42,1735.57,30.32,83.76,230.59,14.59,192.42,7.49,168.01,2.26,0.808
REC_2021_003378,2021,Haryana,Hisar,Cotton,Kharif,1266.71,,20.26,40.07,168.73,29.08,230.58,7.33,151.93,1.77,1.524
REC_2010_003379,2010,Haryana,Hisar,Pulses,Rabi,2048.26,611.2,20.59,60.02,251.98,58.99,173.98,6.18,89.21,2.24,0.962
REC_2021_003380,2021,Maharashtra,Aurangabad,Rice,Kharif,1530.19,1161.32,33.33,73.33,234.38,41.89,112.18,5.57,149.07,4.38,3.433
REC_2011_003381,2011,Tamil Nadu,Thanjavur,Maize,Kharif,1269.83,839.46,,70.74,255.9,42.92,211.72,7.8,187.97,2.78,3.138
REC_2013_003382,2013,Gujarat,Ahmedabad,Pulses,Rabi,536.95,642.74,26.79,57.39,240.14,41.57,186.31,6.24,127.26,1.68,1.108
REC_2015_003383,2015,Andhra Pradesh,Chittoor,Maize,Kharif,2429.45,597.41,27.01,56.22,288.81,21.44,115.97,6.47,160.61,2.81,3.268
REC_2021_003384,2021,Uttar Pradesh,Varanasi,Millets,Whole Year,543.89,631.01,29.01,61.93,216.67,52.74,197.64,7.34,118.21,2.27,1.589
REC_2010_003385,2010,Andhra Pradesh,Guntur,Wheat,Rabi,1295.82,843.9,29.44,68.52,257.3,42.38,217.54,7.21,69.09,0.75,1.988
REC_2015_003386,2015,Tamil Nadu,Tiruchirappalli,Groundnut,Zaid,285.67,787.73,32.22,73.45,274.66,12.79,203.63,6.35,140.52,2.36,1.793
REC_2020_003387,2020,West Bengal,Hooghly,Sugarcane,Whole Year,4712.79,1497.51,25.49,84.37,205.72,46.68,219.46,6.36,153.69,1.78,69.832
REC_2016_003388,2016,Tamil Nadu,Madurai,Rice,Kharif,344.7,820.04,26.23,71.84,163.5,45.17,246.67,7.56,128.21,2.75,3.274
REC_2019_003389,2019,Punjab,Patiala,Cotton,Kharif,1416.8,712.68,20.56,59.11,225.73,31.42,223.82,7.82,83.06,3.71,1.486
REC_2024_003390,2024,Karnataka,Mandya,Groundnut,Kharif,1513.79,1291.53,26.78,50.79,197.87,30.08,137.38,7.61,126.88,2.73,0.811
REC_2022_003391,2022,Karnataka,Dharwad,Wheat,Rabi,189.94,1226.41,26.92,71.73,108.73,29.54,183.54,7.06,139.11,1.8,2.252
REC_2022_003392,2022,Tamil Nadu,Salem,Wheat,Rabi,743.37,1262.81,24.94,65.3,245.26,15.9,150.74,7.21,124.67,1.74,2.045
REC_2014_003393,2014,West Bengal,Murshidabad,Millets,Kharif,1428.1,1793.13,26.97,74.34,218.3,38.35,187.65,6.8,129.54,2.69,1.095
REC_2023_003394,2023,Tamil Nadu,Salem,Groundnut,Kharif,2481.81,1046.88,28.47,80.75,182.92,43.62,217.62,6.66,165.56,2.43,2.761
REC_2021_003395,2021,Tamil Nadu,Tiruchirappalli,Millets,Kharif,2434.68,1005.69,28.67,82.95,217.89,47.96,224.63,6.76,125.61,3.77,1.382
REC_2011_003396,2011,Maharashtra,Nashik,Rice,Kharif,505.5,1134.44,27.64,73.32,228.16,45.05,196.83,7.41,90.5,1.84,3.24
REC_2011_003397,2011,Gujarat,Vadodara,Millets,Whole Year,3320.02,799.78,25.16,57.92,244.76,40.88,152.97,6.42,149.2,2.6,0.891
REC_2022_003398,2022,Haryana,Sirsa,Pulses,Whole Year,7863.9,483.23,26.74,64.26,339.05,12.63,143.75,6.59,159.46,1.69,0.913
REC_2017_003399,2017,Tamil Nadu,Thanjavur,Cotton,Kharif,1297.33,923.82,32.66,46.91,286.14,39.32,185.91,6.03,81.9,1.98,1.484
REC_2017_003400,2017,West Bengal,Murshidabad,Rice,Kharif,1455.02,1383.43,24.79,93.2,206.26,51.16,248.14,6.45,148.81,1.63,5.266
REC_2024_003401,2024,Maharashtra,Nagpur,Groundnut,Kharif,189.26,1319.69,33.21,64.91,176.92,20.72,236.63,5.79,142.23,3.37,0.989
REC_2013_003402,2013,Andhra Pradesh,Visakhapatnam,Millets,Kharif,345.2,975.33,21.96,74.95,191.88,43.04,191.62,6.88,147.54,1.64,0.649
REC_2018_003403,2018,West Bengal,Murshidabad,Maize,Kharif,863.42,1465.93,25.21,80.49,341.49,13.19,204.66,7.06,121.42,2.79,2.301
REC_2012_003404,2012,Maharashtra,Pune,Rice,Whole Year,551.24,1432.57,26.35,59.07,323.63,33.36,204.14,6.73,132.8,3.29,4.124
REC_2010_003405,2010,Gujarat,Junagadh,Cotton,Kharif,420.23,719.29,29.18,55.46,222.75,42.01,202.37,6.6,165.58,1.44,1.839
REC_2019_003406,2019,Tamil Nadu,Coimbatore,Rice,Kharif,1880.83,995.36,28.38,76.67,247.36,20.57,94.49,6.17,166.73,3.02,3.884
REC_2024_003407,2024,Madhya Pradesh,Bhopal,Rice,Kharif,163.5,1102.86,33.4,54.68,207.4,32.69,188.31,6.61,158.89,3.22,4.119
REC_2024_003408,2024,Tamil Nadu,Salem,Rice,Kharif,202.0,1111.31,31.02,64.32,191.06,41.7,261.48,6.19,136.62,1.64,4.725
REC_2018_003409,2018,Gujarat,Surat,Maize,Kharif,3315.25,995.21,28.01,50.34,207.14,28.99,279.21,6.7,95.3,3.01,3.609
REC_2019_003410,2019,Andhra Pradesh,Chittoor,Maize,Kharif,265.93,1086.73,26.96,80.15,164.18,27.63,153.94,5.67,121.5,3.74,1.3
REC_2016_003411,2016,Maharashtra,Nagpur,Millets,Kharif,1817.72,1241.16,30.28,56.25,232.05,18.4,175.21,6.2,105.34,3.37,0.636
REC_2024_003412,2024,Punjab,Patiala,Rice,Kharif,505.78,750.36,26.45,54.66,241.38,29.6,239.38,6.68,122.54,1.82,4.423
REC_2018_003413,2018,West Bengal,Burdwan,Groundnut,Kharif,3759.76,1318.04,22.38,82.45,337.04,45.61,180.44,6.29,97.44,2.62,1.981
REC_2022_003414,2022,Haryana,Rohtak,Groundnut,Kharif,915.8,402.29,25.05,38.08,254.4,43.99,124.81,6.63,189.68,1.52,2.52
REC_2020_003415,2020,Tamil Nadu,Madurai,Cotton,Kharif,1316.56,804.34,29.01,65.47,293.52,39.05,183.55,7.63,126.96,1.59,2.001
REC_2018_003416,2018,Andhra Pradesh,Guntur,Sugarcane,Zaid,362.86,1131.28,25.74,57.29,209.28,37.69,190.16,6.63,158.61,1.19,73.792
REC_2013_003417,2013,Karnataka,Mysuru,Groundnut,Kharif,404.49,1233.91,32.38,63.59,209.15,46.07,160.92,7.47,140.87,2.18,0.884
REC_2016_003418,2016,Andhra Pradesh,Kurnool,Sugarcane,Whole Year,4831.7,1008.54,27.75,74.63,173.82,34.68,230.66,6.13,134.14,2.14,54.527
REC_2021_003419,2021,Karnataka,Mysuru,Rice,Kharif,7205.94,1238.22,28.94,63.37,326.06,38.21,101.5,7.14,111.47,3.04,4.097
REC_2012_003420,2012,Madhya Pradesh,Gwalior,Rice,Zaid,4866.62,1269.24,24.73,67.46,190.65,33.73,150.2,5.62,108.35,2.81,2.56
REC_2024_003421,2024,Karnataka,Dharwad,Groundnut,Rabi,1723.69,1017.12,25.42,66.04,142.47,17.4,147.17,7.17,52.53,2.12,1.099
REC_2015_003422,2015,Uttar Pradesh,Varanasi,Pulses,Kharif,232.45,873.27,23.01,65.32,249.74,44.16,205.21,7.46,180.29,3.85,1.384
REC_2022_003423,2022,Madhya Pradesh,Bhopal,Wheat,Rabi,984.93,1058.89,21.55,53.33,166.5,21.66,176.44,6.67,132.63,2.91,3.922
REC_2016_003424,2016,Karnataka,Belagavi,Sugarcane,Zaid,452.64,1293.4,24.57,65.47,189.77,47.31,182.11,7.73,32.93,2.2,56.43
REC_2021_003425,2021,Madhya Pradesh,Bhopal,Pulses,Rabi,546.18,915.92,24.88,54.63,220.43,47.52,193.89,7.79,187.89,2.17,1.146
REC_2014_003426,2014,Gujarat,Surat,Pulses,Rabi,379.09,763.02,26.8,61.89,152.63,28.98,247.12,7.41,139.31,2.19,0.988
REC_2019_003427,2019,Madhya Pradesh,Indore,Millets,Kharif,2752.87,582.31,30.33,60.49,232.69,33.98,212.58,6.46,136.68,2.16,1.335
REC_2010_003428,2010,West Bengal,Hooghly,Millets,Kharif,523.92,1926.26,22.24,72.56,216.52,46.74,172.48,6.74,96.96,1.95,0.293
REC_2014_003429,2014,Andhra Pradesh,Krishna,Groundnut,Kharif,6945.6,929.58,27.68,77.88,214.73,54.02,224.27,6.6,120.8,0.64,2.051
REC_2024_003430,2024,Uttar Pradesh,Varanasi,Pulses,Rabi,649.92,735.9,24.33,64.24,215.38,18.19,260.25,6.82,194.95,2.6,1.196
REC_2024_003431,2024,West Bengal,Murshidabad,Cotton,Kharif,2787.87,1504.87,26.58,89.29,258.09,19.98,166.5,7.09,177.5,2.43,1.769
REC_2012_003432,2012,Haryana,Karnal,Cotton,Rabi,2379.62,529.39,28.13,57.45,254.54,29.66,151.92,6.74,131.09,2.78,1.836
REC_2017_003433,2017,Karnataka,Belagavi,Sugarcane,Whole Year,175.45,1039.37,28.95,65.92,341.7,22.77,181.28,5.7,191.73,1.91,80.088
REC_2013_003434,2013,Punjab,Patiala,Sugarcane,Whole Year,4530.07,869.48,21.08,58.34,202.97,32.6,226.15,6.56,159.5,2.1,47.235
REC_2014_003435,2014,Gujarat,Ahmedabad,Cotton,Kharif,271.85,1031.29,30.68,73.59,244.93,26.08,217.56,6.17,129.84,2.41,1.894
REC_2013_003436,2013,Karnataka,Mysuru,Rice,Rabi,327.54,952.0,27.2,65.0,290.1,17.13,184.21,6.34,174.7,1.4,4.59
REC_2010_003437,2010,West Bengal,Nadia,Pulses,Rabi,634.39,1193.08,26.64,79.31,219.72,41.47,157.45,6.02,112.1,1.63,0.388
REC_2015_003438,2015,West Bengal,Murshidabad,Sugarcane,Whole Year,1403.07,1469.85,21.1,70.58,256.21,56.77,107.3,8.44,153.12,1.71,46.376
REC_2015_003439,2015,Andhra Pradesh,Kurnool,Groundnut,Whole Year,2126.61,1068.56,31.94,59.37,280.35,35.64,216.14,6.39,117.36,3.22,2.071
REC_2018_003440,2018,Madhya Pradesh,Jabalpur,Pulses,Whole Year,543.39,1221.94,33.0,56.26,175.75,65.85,159.27,7.18,110.61,2.35,0.932
REC_2011_003441,2011,Punjab,Patiala,Cotton,Kharif,819.14,422.59,25.12,57.68,153.95,49.04,171.01,6.49,175.58,1.64,1.489
REC_2016_003442,2016,Madhya Pradesh,Ujjain,Millets,Kharif,125.21,958.02,28.74,40.91,176.0,51.26,200.4,6.44,170.91,1.97,0.9
REC_2017_003443,2017,Tamil Nadu,Tiruchirappalli,Pulses,Whole Year,851.26,967.56,32.63,75.99,184.31,47.25,226.42,6.41,150.13,1.23,0.698
REC_2012_003444,2012,Uttar Pradesh,Gorakhpur,Sugarcane,Whole Year,840.33,996.2,25.36,79.47,193.91,33.25,212.13,6.28,157.82,1.89,72.127
REC_2021_003445,2021,Punjab,Patiala,Rice,Kharif,2745.84,687.01,26.62,51.65,201.39,60.48,188.92,7.37,95.7,1.24,3.91
REC_2020_003446,2020,Gujarat,Junagadh,Pulses,Rabi,1118.41,896.77,38.76,53.44,219.31,50.74,118.13,8.45,122.63,1.84,0.203
REC_2018_003447,2018,Maharashtra,Pune,Wheat,Rabi,1572.15,1119.5,32.04,57.45,235.39,19.45,175.94,7.23,179.15,2.55,1.377
REC_2011_003448,2011,Punjab,Bathinda,Cotton,Kharif,2772.1,696.61,22.11,52.14,197.87,34.62,152.96,7.21,147.99,2.01,1.508
REC_2015_003449,2015,Punjab,Amritsar,Groundnut,Kharif,3727.39,1039.96,19.9,56.25,259.15,23.33,276.77,7.97,109.96,2.49,1.255
REC_2010_003450,2010,Haryana,Rohtak,Rice,Kharif,1188.1,323.34,20.27,76.96,266.67,50.88,196.99,6.74,143.29,2.24,4.04
REC_2012_003451,2012,Gujarat,Ahmedabad,Rice,Zaid,131.62,918.14,26.75,71.73,312.6,38.68,206.21,6.41,161.23,2.76,5.786
REC_2011_003452,2011,Maharashtra,Nashik,Millets,Whole Year,645.16,1178.57,27.52,74.4,205.61,28.57,152.7,7.19,80.53,2.97,0.371
REC_2016_003453,2016,West Bengal,Midnapore,Millets,Kharif,1069.88,1298.73,25.79,83.59,223.78,25.05,110.99,6.13,184.75,0.83,0.44
REC_2021_003454,2021,Punjab,Bathinda,Cotton,Rabi,2473.91,713.17,17.68,59.45,219.55,17.72,117.17,6.28,97.49,2.74,1.064
REC_2014_003455,2014,Maharashtra,Pune,Groundnut,Zaid,1869.95,1359.22,25.78,50.14,273.85,37.67,204.96,6.09,136.13,3.84,2.21
REC_2010_003456,2010,Uttar Pradesh,Lucknow,Groundnut,Whole Year,105.78,1236.4,25.89,75.7,331.39,33.68,164.64,8.11,179.24,3.71,1.632
REC_2014_003457,2014,West Bengal,Midnapore,Cotton,Rabi,1643.7,1359.8,19.54,69.88,198.45,17.8,256.97,7.18,114.25,2.31,1.376
REC_2015_003458,2015,Punjab,Patiala,Sugarcane,Whole Year,170.81,955.7,22.51,59.12,310.72,44.35,180.97,7.28,180.57,1.36,83.965
REC_2010_003459,2010,Haryana,Karnal,Sugarcane,Rabi,870.3,417.8,21.03,34.32,216.92,18.15,194.37,6.49,102.01,2.91,25.595
REC_2018_003460,2018,Andhra Pradesh,Chittoor,Pulses,Zaid,1624.4,586.85,27.45,67.28,279.14,49.42,204.6,8.0,137.77,1.59,1.038
REC_2017_003461,2017,West Bengal,Murshidabad,Groundnut,Kharif,3180.58,1732.49,24.7,84.7,308.62,35.04,248.81,7.05,86.34,2.88,1.668
REC_2011_003462,2011,Uttar Pradesh,Meerut,Pulses,Kharif,5294.3,880.93,26.78,51.64,303.61,24.64,194.38,7.64,155.58,1.49,0.787
REC_2024_003463,2024,Andhra Pradesh,Visakhapatnam,Maize,Kharif,347.02,743.78,31.73,67.77,286.15,27.02,248.14,6.6,174.03,1.3,3.695
REC_2011_003464,2011,Uttar Pradesh,Lucknow,Sugarcane,Whole Year,779.75,1008.18,26.23,54.42,145.89,25.18,163.63,6.24,115.91,2.28,33.162
REC_2010_003465,2010,West Bengal,Midnapore,Millets,Kharif,1662.18,1774.7,31.03,78.29,264.51,46.05,169.91,6.02,164.13,2.79,1.003
REC_2023_003466,2023,Haryana,Hisar,Cotton,Kharif,1921.17,262.53,24.33,61.63,310.03,42.74,88.8,6.14,131.34,2.65,1.451
REC_2013_003467,2013,Andhra Pradesh,Krishna,Sugarcane,Whole Year,814.71,1395.62,31.13,88.38,229.25,26.45,208.92,6.47,145.09,2.11,68.318
REC_2012_003468,2012,Uttar Pradesh,Meerut,Rice,Kharif,1668.08,1022.31,22.03,79.94,221.29,39.54,109.51,5.9,112.93,1.71,3.21
REC_2014_003469,2014,Punjab,Patiala,Sugarcane,Whole Year,272.01,629.04,26.12,67.54,266.05,42.6,272.04,7.22,132.52,2.48,104.825
REC_2010_003470,2010,Haryana,Sirsa,Maize,Kharif,836.23,841.02,24.07,61.5,304.45,19.93,171.62,7.52,135.58,3.17,2.49
REC_2014_003471,2014,Karnataka,Belagavi,Groundnut,Kharif,1440.68,1033.57,29.39,81.11,278.41,33.58,209.53,7.37,140.97,2.44,1.924
REC_2016_003472,2016,Uttar Pradesh,Varanasi,Pulses,Rabi,1619.95,641.49,22.16,65.61,270.65,33.5,127.77,6.98,140.4,0.1,1.07
REC_2019_003473,2019,Madhya Pradesh,Jabalpur,Rice,Kharif,4746.39,900.24,31.99,56.16,217.85,8.0,108.8,7.47,130.92,1.12,1.206
REC_2016_003474,2016,Uttar Pradesh,Meerut,Pulses,Rabi,271.09,863.62,,49.09,153.52,22.97,217.87,5.8,173.46,1.19,0.594
REC_2023_003475,2023,Punjab,Jalandhar,Wheat,Rabi,210.24,351.85,22.93,61.4,226.63,32.66,191.56,6.74,138.85,2.15,4.001
REC_2015_003476,2015,West Bengal,Burdwan,Wheat,Rabi,2075.17,1688.61,23.19,83.98,230.39,32.71,174.05,7.1,128.84,2.08,2.605
REC_2012_003477,2012,Gujarat,Vadodara,Sugarcane,Whole Year,116.92,552.69,24.12,53.1,305.52,20.82,137.34,6.37,176.12,1.09,44.978
REC_2015_003478,2015,Andhra Pradesh,Visakhapatnam,Wheat,Rabi,487.34,1046.11,32.44,50.07,192.98,34.13,238.56,5.91,95.46,1.43,1.103
REC_2010_003479,2010,West Bengal,Midnapore,Groundnut,Kharif,2799.5,1472.56,24.34,68.41,229.21,26.25,217.34,6.05,133.04,1.16,1.447
REC_2024_003480,2024,Madhya Pradesh,Bhopal,Millets,Rabi,1460.34,1088.2,27.4,63.04,226.74,47.6,203.87,6.6,177.61,2.32,1.218
REC_2013_003481,2013,Madhya Pradesh,Bhopal,Maize,Kharif,466.17,986.67,26.41,65.1,261.43,41.69,186.03,7.49,112.9,3.04,2.564
REC_2016_003482,2016,Gujarat,Surat,Groundnut,Kharif,695.73,1019.78,25.8,59.31,258.98,14.98,136.05,7.26,75.36,1.2,0.884
REC_2010_003483,2010,Madhya Pradesh,Ujjain,Rice,Kharif,2623.77,1013.08,27.7,63.02,293.1,29.21,186.44,6.66,104.8,1.45,3.62
REC_2014_003484,2014,Gujarat,Surat,Groundnut,Kharif,5002.39,905.83,24.51,58.83,225.74,53.68,243.68,5.88,195.47,2.22,2.729
REC_2022_003485,2022,Gujarat,Surat,Rice,Kharif,3618.65,643.53,33.36,60.81,251.28,22.13,126.32,6.53,158.25,3.32,2.278
REC_2018_003486,2018,Tamil Nadu,Madurai,Wheat,Whole Year,787.18,850.39,26.49,84.9,233.08,39.19,154.41,6.83,120.08,2.42,2.565
REC_2018_003487,2018,Uttar Pradesh,Agra,Wheat,Rabi,1194.17,995.06,28.65,61.84,211.67,43.97,222.19,7.32,163.8,1.47,2.089
REC_2022_003488,2022,Maharashtra,Solapur,Pulses,Whole Year,291.41,1015.56,36.32,70.89,327.81,22.52,186.02,6.53,153.86,3.54,0.615
REC_2014_003489,2014,Madhya Pradesh,Jabalpur,Pulses,Rabi,677.94,1184.55,28.68,60.0,241.2,45.77,216.5,7.15,137.49,2.82,0.819
REC_2012_003490,2012,Gujarat,Vadodara,Sugarcane,Whole Year,2616.75,814.94,26.34,58.75,282.19,21.19,177.82,6.96,136.91,2.86,84.345
REC_2011_003491,2011,Gujarat,Rajkot,Cotton,Kharif,366.0,1242.36,30.93,61.6,262.83,31.11,239.71,6.97,196.13,3.16,2.258
REC_2010_003492,2010,Gujarat,Ahmedabad,Wheat,Rabi,260.44,869.68,26.67,69.2,241.97,28.82,225.05,7.03,72.63,2.78,2.872
REC_2016_003493,2016,West Bengal,Nadia,Sugarcane,Whole Year,698.49,1450.95,29.45,75.24,224.1,57.6,143.34,6.49,117.06,1.04,89.262
REC_2013_003494,2013,Karnataka,Mandya,Millets,Rabi,1776.95,1246.62,26.68,60.16,360.34,54.91,299.96,6.59,110.77,3.03,1.549
REC_2019_003495,2019,Gujarat,Ahmedabad,Sugarcane,Rabi,1896.78,459.79,29.54,65.52,281.87,44.76,213.05,7.05,113.0,3.66,107.68
REC_2023_003496,2023,West Bengal,Murshidabad,Rice,Whole Year,348.01,1305.76,28.85,67.99,274.01,19.49,176.93,6.46,179.79,2.85,4.878
REC_2017_003497,2017,Punjab,Ludhiana,Millets,Zaid,1023.34,391.12,21.32,48.9,276.9,35.4,212.81,5.62,170.93,2.51,1.275
REC_2017_003498,2017,Andhra Pradesh,Chittoor,Cotton,Rabi,367.39,788.05,28.37,86.28,286.56,45.58,187.41,6.91,140.57,1.03,2.416
REC_2016_003499,2016,Maharashtra,Nagpur,Sugarcane,Whole Year,316.86,1071.01,29.12,74.28,202.86,30.0,203.76,7.26,154.16,2.65,95.038
REC_2015_003500,2015,Punjab,Ludhiana,Cotton,Kharif,371.63,628.03,25.01,51.18,213.52,20.66,171.73,6.85,133.37,1.38,1.688
REC_2014_003501,2014,Andhra Pradesh,Krishna,Wheat,Rabi,696.43,1017.09,28.61,76.46,139.95,41.2,166.63,6.82,136.91,3.65,3.691
REC_2015_003502,2015,West Bengal,Nadia,Rice,Kharif,607.24,1433.78,23.71,78.47,203.75,25.27,220.91,6.91,196.88,1.51,3.699
REC_2010_003503,2010,Tamil Nadu,Salem,Millets,Kharif,1119.32,1037.84,27.95,70.73,147.21,53.56,201.34,6.91,147.88,2.5,0.893
REC_2019_003504,2019,Andhra Pradesh,Visakhapatnam,Groundnut,Kharif,814.08,901.05,26.59,68.3,220.15,17.42,184.28,6.72,112.32,0.96,1.705
REC_2018_003505,2018,Haryana,Ambala,Rice,Kharif,6997.73,809.86,22.9,53.12,250.68,31.58,135.89,7.38,120.89,2.64,2.425
REC_2020_003506,2020,Tamil Nadu,Tiruchirappalli,Wheat,Rabi,471.51,997.63,26.08,75.6,245.19,27.66,275.66,7.03,101.72,2.09,3.686
REC_2020_003507,2020,Maharashtra,Nashik,Millets,Kharif,950.48,900.19,23.94,75.91,229.89,29.3,149.94,7.21,125.58,1.9,0.693
REC_2018_003508,2018,Maharashtra,Aurangabad,Maize,Kharif,1292.73,904.15,29.58,71.19,290.71,24.94,119.15,5.91,105.02,1.68,2.038
REC_2015_003509,2015,Haryana,Karnal,Rice,Kharif,1587.84,396.87,26.41,60.44,196.4,39.35,303.71,6.79,139.88,1.45,4.56
REC_2012_003510,2012,Maharashtra,Nashik,Wheat,Rabi,450.98,1131.94,26.01,66.93,245.17,47.16,218.91,7.0,220.75,2.61,4.398
REC_2021_003511,2021,Tamil Nadu,Madurai,Rice,Kharif,804.94,1007.62,18.54,61.36,236.94,48.96,216.84,7.54,135.12,1.61,2.678
REC_2017_003512,2017,Gujarat,Junagadh,Sugarcane,Whole Year,364.29,846.26,25.22,64.39,209.04,29.39,274.78,7.4,161.84,3.27,97.531
REC_2011_003513,2011,Uttar Pradesh,Agra,Cotton,Kharif,6742.96,1021.48,25.47,68.78,243.73,44.04,164.01,5.94,95.0,1.74,1.434
